,parameter,MAP,hpd_l,hpd_u
0,l_a,0.2561484172183094,0.1493733681526348,0.4030386602734873
1,l_b,35.149117866701836,35.06861851128702,41.66274410669157
2,var,1.2165462972500831,0.8277981718509205,2.3377913884193298
3,var_lik,7.004064351230651e-05,3.496976962985593e-05,6.499978474941078e-05
