,parameter,MAP,hpd_l,hpd_u
0,l_a,12.63068023263784,11.335121477076866,13.474105438531334
1,l_b,12.256708784730236,11.33796406086976,13.493744031843368
2,var,1.5934404307395211,1.1911054048843999,1.7781666149782231
3,var_lik,0.00010831916434241124,0.0,0.0
