,0,1,2
0,0.0,0.0,1.479246772361435
1,0.0,0.0,1.479246772361435
2,0.0,0.0,1.479246772361435
3,2.0,0.0,2.117092251037846
4,5.0,0.0,2.591481395723733
5,10.0,0.0,2.658950088115688
6,20.0,0.0,3.2413125668417777
7,50.0,0.0,3.804123920673536
8,0.0,0.0,1.479246772361435
9,0.0,0.0,1.479246772361435
10,0.0,0.0,1.479246772361435
11,2.0,0.0,2.117092251037846
12,5.0,0.0,2.591481395723733
13,10.0,0.0,2.658950088115688
14,20.0,0.0,3.2413125668417777
15,50.0,0.0,3.804123920673536
16,0.0,0.0,1.479246772361435
17,0.0,0.0,1.479246772361435
18,0.0,0.0,1.479246772361435
19,2.0,0.0,2.117092251037846
20,5.0,0.0,2.591481395723733
21,10.0,0.0,2.658950088115688
22,20.0,0.0,3.2413125668417777
23,50.0,0.0,3.804123920673536
24,0.0,0.2,3.1736550491170163
25,0.0,0.2,3.1736550491170163
26,0.0,0.2,3.1736550491170163
27,2.0,0.2,1.8955956924443171
28,5.0,0.2,2.173393360298874
29,10.0,0.2,3.123222485524707
30,20.0,0.2,4.335334925830139
31,50.0,0.2,5.925762102485004
32,0.0,0.5,2.8782542532042896
33,0.0,0.5,2.8782542532042896
34,0.0,0.5,2.8782542532042896
35,2.0,0.5,3.6301302110599067
36,5.0,0.5,3.1743406014298188
37,10.0,0.5,5.773692595991697
38,20.0,0.5,7.904814897407736
39,50.0,0.5,9.504925490766093
40,0.0,1.0,2.9146789709285628
41,0.0,1.0,2.9146789709285628
42,0.0,1.0,2.9146789709285628
43,2.0,1.0,3.0105482349768735
44,5.0,1.0,2.425670032134775
45,10.0,1.0,6.694843319430909
46,20.0,1.0,9.770523495448955
47,50.0,1.0,12.949607222473059
48,0.0,2.0,3.290959783849587
49,0.0,2.0,3.290959783849587
50,0.0,2.0,3.290959783849587
51,2.0,2.0,3.680303298973797
52,5.0,2.0,3.706563347236578
53,10.0,2.0,5.6672507909605585
54,20.0,2.0,12.717162875751395
55,50.0,2.0,16.3064121064486
56,0.0,5.0,3.664850909036778
57,0.0,5.0,3.664850909036778
58,0.0,5.0,3.664850909036778
59,2.0,5.0,4.01752744539043
60,5.0,5.0,4.331917351244263
61,10.0,5.0,4.528936664859378
62,20.0,5.0,4.8314262674616835
63,50.0,5.0,18.96553380749714
