,parameter,MAP,hpd_l,hpd_u
0,l_a,2.1998124613704353,2.022398635483714,2.57033394811075
1,l_b,474.8759763045936,469.63612288249334,478.1924764862277
2,var,0.9899035104092504,0.983321866157142,1.0201944751455692
3,var_lik,0.00017264195952654716,9.464418949555756e-05,0.00021844792444295974
