,parameter,MAP,hpd_l,hpd_u
0,l_a,2.493891648378836,2.028218162912562,2.57689528468126
1,l_b,475.5985714027301,470.4675995366453,478.44589902458415
2,var,0.985066019883061,0.982639381409751,1.0206197395483458
3,var_lik,0.00017903901812975695,9.472251682910682e-05,0.0002190209600953347
