,parameter,MAP,hpd_l,hpd_u
0,l_a,2.3980345494023423,2.0339792816818973,2.5827851773965254
1,l_b,479.5037386654239,470.53891906431295,478.5879606490666
2,var,0.9844188304919544,0.9829967754295474,1.0205570645282718
3,var_lik,0.00014895600722659893,9.497646338417521e-05,0.00022060730992383686
