,parameter,MAP,hpd_l,hpd_u
0,l_a,1.5530710035927509,0.20102587239856842,1.8661532918518313
1,l_b,471.1661471027195,451.63197335910434,474.80223736528046
2,var,1.3569906766899535,0.986025836276381,1.0529840231351366
3,var_lik,8.199074699383142e-05,1.0000000000004377e-06,0.00014220572328177235
