,parameter,MAP,hpd_l,hpd_u
0,l_a,2.115506482375454,2.031448593586994,2.575234257935769
1,l_b,472.85422550843174,470.3370458494438,478.4953825916341
2,var,1.0054589163068137,0.983068108480893,1.0204558594009883
3,var_lik,0.00012659502000765855,9.446369955285405e-05,0.00022047065538289144
