,parameter,MAP,hpd_l,hpd_u
0,l_a,2.3735783089712186,2.020698246121708,2.5714340439748504
1,l_b,471.38569300034385,469.25550695768385,477.48441494906206
2,var,0.9969626293880812,0.9833378328624561,1.0212336345603137
3,var_lik,0.0001766490717513396,9.487363850868321e-05,0.0002186928106940469
