,0,1,2
0,0.0,0.0,-0.15968744904670018
1,0.0,0.0,-0.15968744904670018
2,0.0,0.0,-0.15968744904670018
3,2.0,0.0,-0.006547787828736773
4,5.0,0.0,-0.012676987079728974
5,10.0,0.0,-0.014563468419943604
6,20.0,0.0,-0.01111557602355262
7,50.0,0.0,0.0
8,0.0,0.0,-0.15968744904670018
9,0.0,0.0,-0.15968744904670018
10,0.0,0.0,-0.15968744904670018
11,2.0,0.0,-0.006547787828736773
12,5.0,0.0,-0.012676987079728974
13,10.0,0.0,-0.014563468419943604
14,20.0,0.0,-0.01111557602355262
15,50.0,0.0,0.0
16,0.0,0.0,-0.15968744904670018
17,0.0,0.0,-0.15968744904670018
18,0.0,0.0,-0.15968744904670018
19,2.0,0.0,-0.006547787828736773
20,5.0,0.0,-0.012676987079728974
21,10.0,0.0,-0.014563468419943604
22,20.0,0.0,-0.01111557602355262
23,50.0,0.0,0.0
24,0.0,0.2,-0.00618004895569868
25,0.0,0.2,-0.00618004895569868
26,0.0,0.2,-0.00618004895569868
27,2.0,0.2,-0.47079995437830746
28,5.0,0.2,0.6151008721360895
29,10.0,0.2,1.5977112987868622
30,20.0,0.2,1.6290466988336298
31,50.0,0.2,1.738604054196541
32,0.0,0.5,-0.013651823392777374
33,0.0,0.5,-0.013651823392777374
34,0.0,0.5,-0.013651823392777374
35,2.0,0.5,-0.17623463253456606
36,5.0,0.5,1.1085138962363175
37,10.0,0.5,3.382666481758946
38,20.0,0.5,3.6463976490606207
39,50.0,0.5,4.4134048209853525
40,0.0,1.0,-0.01854952777971164
41,0.0,1.0,-0.01854952777971164
42,0.0,1.0,-0.01854952777971164
43,2.0,1.0,0.6031487688099517
44,5.0,1.0,1.81021531011681
45,10.0,1.0,3.82144955679804
46,20.0,1.0,4.76572208098391
47,50.0,1.0,8.015496953633004
48,0.0,2.0,-0.015677514894562705
49,0.0,2.0,-0.015677514894562705
50,0.0,2.0,-0.015677514894562705
51,2.0,2.0,0.9591963226825406
52,5.0,2.0,1.6202863650460468
53,10.0,2.0,2.024442864551755
54,20.0,2.0,6.923738684506805
55,50.0,2.0,12.056046871012839
56,0.0,5.0,0.0
57,0.0,5.0,0.0
58,0.0,5.0,0.0
59,2.0,5.0,0.45225098754568105
60,5.0,5.0,0.688858254335349
61,10.0,5.0,0.8077535711065167
62,20.0,5.0,1.3668647303120127
63,50.0,5.0,14.861653282216608
