,parameter,MAP,hpd_l,hpd_u
0,l_a,2.4989557725638316,2.011918457932545,2.5485055638882272
1,l_b,475.87668650762186,473.2255736441967,477.4083791762098
2,var,2.459364500281594,0.9823001212184121,1.0180783162596863
3,var_lik,0.00018457822277877302,0.00010201311266010381,0.00022572458332115696
