,parameter,MAP,hpd_l,hpd_u
0,l_a,2.4424813184506853,2.024739199441494,2.574797240858185
1,l_b,476.4289055855434,470.3218249020398,478.1233607180076
2,var,1.0140296122662762,0.9824414112791146,1.0200042843257822
3,var_lik,0.00014898036307045654,9.532665695844834e-05,0.00021935593768476029
