,parameter,MAP,hpd_l,hpd_u
0,l_a,2.2544284942335917,2.026496432015108,2.577376950834692
1,l_b,480.1803773725155,470.150623984852,477.783728269691
2,var,1.01806339567565,0.9828687708213821,1.0207790468315618
3,var_lik,0.0001605453513695789,9.52484842510994e-05,0.0002202086316966066
