,parameter,MAP,hpd_l,hpd_u
0,l_a,2.387162706970214,2.022644568982054,2.576758926371241
1,l_b,474.2086457174868,470.09430085659034,478.3269226548436
2,var,1.0025109985148108,0.9826053119058759,1.0202951899305341
3,var_lik,0.0001680403426732279,9.38813328362875e-05,0.00021841409296004266
