,parameter,MAP,hpd_l,hpd_u
0,l_a,2.150726148878373,2.033070673989219,2.58710213352691
1,l_b,472.36638634615736,469.9682994711087,478.0970575281094
2,var,0.9933096885399643,0.9825593505826905,1.0205018280434135
3,var_lik,9.236430135552154e-05,9.343245052109688e-05,0.00021930205424095634
