,parameter,MAP,hpd_l,hpd_u
0,l_a,2.0261963712046476,2.01624433278559,2.5653094915879278
1,l_b,475.92927045538516,470.13223016244496,478.05079679218073
2,var,0.9866557460940857,0.9823928879409601,1.0206725759501487
3,var_lik,0.00013261942268616458,9.574425342606871e-05,0.00021942538225435394
