,parameter,MAP,hpd_l,hpd_u
0,l_a,6.045943205113075,4.743118551706025,9.230165204259615
1,l_b,3.5161332586917333,0.6030727059001333,1.205551394303783
2,var,284.95511482346257,281.78440728898755,294.5989508236395
3,var_lik,9.711745780619117,8.3657622883721,13.98507288472781
